dt,Цена на арматуру,CHMF_price,CHMF_volume,MAGN_price,MAGN_volume,NLMK_price,NLMK_volume,Ключевая ставка,Курс $,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Цена на бензин,Цена на дт
2019-11-11,33500,-14.600000000000025,1910000.0,3810.0,700000.0,-2.0999999999999943,5460000.0,0.0,0.0,225.0,8.0,283.0,121.0,-271.0,-3.0,7.0,0.0,-1.0,8.0,6.0,5.0,7.0,-25.0,288.0,-1.0,0.0,0.0,-176.0,0.0,8.0,-15.0,3925.0,0.0,-10.0,-75.0,5.0,-87.0,0.0,5.0,0.0,0.0,2.5,2.5,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,32300,2.6000000000000227,1270000.0,3794.0,-360000.0,0.0799999999999983,4680000.0,0.0,0.0,0.0,2.0,-232.0,-213.0,54.0,0.0,-1.5,0.0,3.0,2.0,2.0,0.0,5.0,0.0,94.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,3925.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,32200,15.200000000000044,1660000.0,3888.0,1950000.0,3.0800000000000125,5450000.0,0.0,0.0,0.0,-1.0,150.0,-696.0,274.0,4.0,7.5,0.0,2.5,4.0,2.0,10.0,5.0,0.0,277.0,4.0,0.0,0.0,387.0,0.0,3.0,0.0,3925.0,0.0,-2.0,0.0,5.0,46.0,0.0,1.0,0.0,0.0,3.5,8.0,0.0,4040.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,31800,-23.0,2000000.0,3944.0,-2930000.0,2.1000000000000227,12200000.0,0.0,0.0,0.0,6.0,392.0,607.0,206.0,2.0,5.0,0.0,0.0,-1.0,4.0,5.0,0.0,0.0,375.0,2.0,0.0,0.0,270.0,0.0,1.0,0.0,3925.0,0.0,2.0,0.0,5.0,602.0,0.0,4.0,0.0,0.0,3.5,5.0,-98.0,3998.0,-155.0,44.0,60.0,-2.0,0.0,-1.5,0.0,0.0
2019-12-09,31100,8.600000000000023,775750.0,3925.0,-2640000.0,-0.1599999999999966,4110000.0,0.0,0.0,0.0,15.0,247.0,632.0,241.0,1.0,7.5,0.0,0.0,12.0,16.0,5.0,7.0,0.0,464.0,0.0,0.0,0.0,193.0,0.0,2.0,-85.0,3600.0,0.0,3.0,-600.0,10.0,477.0,0.0,19.0,0.0,0.0,2.0,8.5,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-16,30600,4.600000000000023,1020000.0,4151.0,-6490000.0,1.259999999999991,7700000.0,-0.25,0.0,0.0,12.0,202.0,-163.0,660.0,5.0,4.5,0.0,4.0,18.0,13.0,0.0,13.0,0.0,122.0,5.0,0.0,0.0,378.0,0.0,7.0,0.0,3600.0,0.0,-2.0,0.0,5.0,153.0,0.0,12.0,0.0,0.0,4.5,1.5,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,31400,3.6000000000000227,581720.0,4112.0,400000.0,0.079999999999984,3810000.0,0.0,0.0,0.0,3.0,64.0,166.0,111.0,-1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,367.0,-1.0,0.0,0.0,118.0,0.0,5.0,0.0,3600.0,0.0,0.0,0.0,0.0,-42.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,3998.0,0.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,32900,-0.6000000000000227,477440.0,4195.0,600000.0,0.3000000000000113,3600000.0,0.0,0.0,0.0,2.0,310.0,40.0,522.0,-2.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,184.0,-2.0,0.0,0.0,547.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,475.0,0.0,2.0,0.0,0.0,2.5,0.0,-433.0,3477.0,-99.0,43.0,52.0,-7.0,7.0,6.0,0.0,0.0
2020-01-06,32900,-16.799999999999955,737790.0,4230.0,-760000.0,-2.5600000000000023,6600000.0,0.0,0.0,0.0,-1.0,65.0,22.0,140.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,65.0,1.0,0.0,0.0,20.0,0.0,0.0,375.0,3950.0,-1700.0,4.0,250.0,0.0,214.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,3477.0,0.0,43.0,52.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,33400,22.800000000000068,1330000.0,4461.0,15140000.0,3.219999999999999,7150000.0,0.0,0.0,-625.0,-1.0,454.0,711.0,579.0,2.0,-4.5,-725.0,1.0,-1.0,-2.0,0.0,0.0,-400.0,89.0,2.0,-1400.0,-875.0,440.0,-625.0,0.0,0.0,3950.0,0.0,7.0,0.0,-2.5,182.0,-700.0,-2.0,-685.0,-425.0,0.0,-2.5,0.0,3477.0,0.0,43.0,52.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,32500,13.399999999999975,1250000.0,4753.0,-4810000.0,-1.4199999999999875,7710000.0,0.0,0.0,0.0,-5.0,114.0,-129.0,250.0,1.0,0.0,0.0,3.5,-4.0,-5.0,5.0,0.0,0.0,205.0,1.0,0.0,0.0,404.0,0.0,8.0,0.0,3950.0,0.0,5.0,0.0,5.0,273.0,0.0,-4.0,0.0,0.0,9.0,-2.5,0.0,3477.0,0.0,43.0,52.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,32890,-26.200000000000045,1300000.0,4430.0,8010000.0,-1.8400000000000036,5490000.0,0.0,0.0,0.0,-13.0,218.0,-142.0,-31.0,-1.0,-0.5,0.0,3.0,-11.0,-15.0,0.0,-10.0,0.0,205.0,-1.0,0.0,0.0,86.0,0.0,-6.0,0.0,3950.0,0.0,0.0,0.0,-5.0,528.0,0.0,-15.0,0.0,0.0,-2.5,-2.5,233.0,3766.0,122.0,46.0,57.0,4.0,4.0,-2.5,0.0,0.0
2020-02-03,33400,-7.199999999999932,1990000.0,4515.0,5920000.0,-2.0200000000000102,8150000.0,0.0,0.0,0.0,-9.0,345.0,100.0,-12.0,-10.0,-15.0,0.0,-3.0,-8.0,-10.0,-5.0,-4.0,0.0,522.0,-9.0,0.0,0.0,-26.0,0.0,0.0,0.0,3950.0,0.0,0.0,0.0,-12.5,619.0,0.0,-10.0,0.0,0.0,-3.5,-7.5,0.0,3766.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,32800,-13.399999999999975,850350.0,4439.0,3500000.0,-2.3999999999999773,7660000.0,-0.25,0.0,-100.0,-8.0,302.0,627.0,-149.0,-2.0,-2.5,-100.0,2.0,-12.0,-12.0,-5.0,-15.0,-325.0,424.0,-2.0,-275.0,550.0,-138.0,-100.0,-12.0,0.0,3900.0,0.0,-2.0,285.0,-12.0,521.0,-325.0,-10.0,-200.0,-125.0,-11.5,-5.0,0.0,3766.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,32000,-3.3999999999999773,514460.0,4542.0,-2580000.0,0.0999999999999943,2040000.0,0.0,0.0,0.0,11.0,-278.0,160.0,224.0,4.0,0.0,0.0,0.0,12.0,12.0,0.0,-10.0,0.0,196.0,4.0,0.0,0.0,62.0,0.0,0.0,0.0,3900.0,0.0,4.0,0.0,2.0,76.0,0.0,12.0,0.0,0.0,6.5,5.0,0.0,3766.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,31500,0.0,1180000.0,4490.0,0.0,0.0,5850000.0,0.0,0.0,0.0,7.0,-348.0,-24.0,-925.0,4.0,17.5,0.0,0.0,8.0,7.0,5.0,15.0,0.0,-519.0,4.0,0.0,0.0,-517.0,0.0,20.0,0.0,3900.0,0.0,4.0,0.0,5.0,-101.0,0.0,8.0,0.0,0.0,8.0,15.0,0.0,3766.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,32500,-54.79999999999996,2450000.0,3904.0,10640000.0,-9.22,16700000.0,0.0,0.0919999999999987,0.0,-3.0,342.0,-166.0,-375.0,-2.0,3.5,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,-190.0,-2.0,0.0,0.0,88.0,0.0,0.0,0.0,3900.0,0.0,3.0,0.0,0.0,-421.0,0.0,-2.0,0.0,0.0,2.5,2.5,147.0,3796.0,157.0,46.0,58.0,2.0,0.0,-6.0,0.0,0.0
2020-03-09,33500,0.0,2150000.0,3841.0,0.0,0.0,12190000.0,0.0,0.0,0.0,-6.0,-1750.0,-436.0,-776.0,2.0,-1.0,400.0,0.0,-6.0,-2.0,3.0,-5.0,-250.0,-267.0,2.0,175.0,625.0,-964.0,-300.0,11.0,-100.0,3700.0,250.0,1.0,-255.0,0.0,-179.0,-450.0,-5.0,-140.0,-250.0,5.5,5.0,0.0,3796.0,0.0,46.0,58.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,34000,-5.2000000000000455,2190000.0,3540.0,24430000.0,-11.939999999999998,12710000.0,0.0,2.006600000000006,0.0,-4.0,135.0,32.0,321.0,0.0,-1.5,0.0,0.0,-4.0,-3.0,0.0,-5.0,0.0,-865.0,0.0,0.0,0.0,-389.0,0.0,-6.0,0.0,3700.0,0.0,-2.0,0.0,-5.0,-569.0,0.0,-3.0,0.0,0.0,-3.5,-5.0,0.0,3796.0,0.0,46.0,58.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,35000,-19.0,1430000.0,3318.0,-7860000.0,-3.200000000000003,9080000.0,0.0,0.0,0.0,-23.0,-252.0,-193.0,113.0,0.0,-11.0,0.0,-1.0,-24.0,-25.0,-13.0,-8.0,0.0,-231.0,0.0,0.0,0.0,224.0,0.0,-30.0,0.0,3700.0,0.0,3.0,0.0,-22.5,-613.0,0.0,-25.0,0.0,0.0,-3.0,-12.5,0.0,3796.0,0.0,46.0,58.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,35000,18.200000000000045,1010000.0,3613.0,1330000.0,2.3799999999999955,5900000.0,0.0,0.0,0.0,-23.0,-77.0,-34.0,-142.0,-5.0,-20.0,0.0,-11.5,-31.0,-27.0,-20.0,-17.0,0.0,-140.0,-5.0,0.0,0.0,-138.0,0.0,-8.0,0.0,3700.0,0.0,-7.0,0.0,-25.0,-191.0,0.0,-30.0,0.0,0.0,-30.0,-22.5,-243.0,3562.0,-271.0,44.0,54.0,-4.0,2.5,7.0,0.0,0.0
2020-04-06,34500,10.799999999999956,1050000.0,3988.0,-2810000.0,5.159999999999997,8140000.0,0.0,0.0,0.0,-9.0,7.0,-57.0,-408.0,-2.0,-15.0,0.0,0.0,-3.0,2.0,-20.0,-7.0,0.0,-313.0,-2.0,0.0,0.0,-294.0,0.0,-17.0,65.0,4050.0,800.0,-12.0,475.0,0.0,-47.0,0.0,-5.0,0.0,0.0,-25.0,-22.5,0.0,3562.0,0.0,44.0,54.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,34000,-17.799999999999955,512520.0,3934.0,1350000.0,-1.660000000000025,3370000.0,0.0,0.0,0.0,40.0,-116.0,-53.0,-33.0,0.0,0.0,0.0,0.0,38.0,35.0,-5.0,0.0,0.0,334.0,0.0,0.0,150.0,-140.0,0.0,5.0,-310.0,4050.0,0.0,-9.0,0.0,20.0,296.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,3562.0,0.0,44.0,54.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,33500,9.600000000000025,996900.0,3932.0,440000.0,1.4000000000000057,6810000.0,0.0,0.0,0.0,12.0,404.0,74.0,150.0,2.0,5.0,0.0,-2.0,14.0,7.0,0.0,17.0,0.0,114.0,2.0,0.0,0.0,90.0,0.0,5.0,0.0,4050.0,0.0,0.0,0.0,2.5,261.0,0.0,11.0,0.0,0.0,0.0,17.5,0.0,3562.0,0.0,44.0,54.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,33500,6.600000000000023,897340.0,4070.0,1260000.0,-1.6800000000000068,6450000.0,-0.5,0.0,0.0,-1.0,742.0,546.0,713.0,-1.0,5.0,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,627.0,-1.0,0.0,0.0,815.0,0.0,-7.0,0.0,4050.0,0.0,-9.0,0.0,0.0,611.0,0.0,-1.0,0.0,0.0,-7.5,-2.5,502.0,4072.0,-260.0,44.0,62.0,8.0,-6.0,-9.5,0.0,0.0
2020-05-04,33500,-18.600000000000023,881380.0,3951.0,-10650000.0,-3.5400000000000063,5360000.0,0.0,0.0,0.0,-11.0,178.0,-256.0,307.0,-1.0,2.5,0.0,-2.0,-20.0,-12.0,2.0,0.0,0.0,251.0,-1.0,0.0,0.0,396.0,0.0,3.0,0.0,4050.0,0.0,-12.0,0.0,2.5,302.0,0.0,-15.0,0.0,0.0,11.0,-12.5,0.0,4072.0,0.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,33500,0.0,519530.0,3810.0,0.0,0.0,3770000.0,0.0,0.0,0.0,0.0,-80.0,31.0,70.0,2.0,-4.0,-200.0,5.0,7.0,0.0,18.0,0.0,-150.0,-28.0,2.0,0.0,-500.0,2.0,0.0,2.0,-2.5,4075.0,0.0,-4.0,370.0,10.0,27.0,0.0,2.0,-50.0,0.0,4.0,17.5,0.0,4072.0,0.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,33500,36.79999999999996,1130000.0,3784.0,3350000.0,6.239999999999995,8600000.0,0.0,0.0,0.0,5.0,-114.0,-199.0,-218.0,6.0,0.0,0.0,2.0,8.0,5.0,5.0,5.0,0.0,-461.0,5.5,0.0,0.0,-257.0,0.0,2.0,0.0,4075.0,0.0,6.0,0.0,4.0,-499.0,0.0,8.0,0.0,0.0,0.0,7.5,0.0,4072.0,0.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,33500,36.0,1510000.0,3927.0,3670000.0,3.919999999999988,5990000.0,0.0,0.0,0.0,0.0,-1150.0,-51.0,-759.0,6.0,6.5,0.0,5.5,0.0,-5.0,5.0,-3.0,0.0,-792.0,6.0,0.0,0.0,-728.0,0.0,5.0,0.0,4075.0,0.0,2.0,0.0,5.0,-1028.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,4072.0,0.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,33000,4.399999999999977,968630.0,4100.0,-27430000.0,-0.039999999999992,4500000.0,0.0,0.0,0.0,3.0,-149.0,-255.0,-315.0,0.0,-1.5,0.0,1.0,1.0,5.0,0.0,3.0,0.0,-520.0,0.0,0.0,0.0,-385.0,0.0,1.0,0.0,4075.0,0.0,-7.0,0.0,6.0,-575.0,0.0,3.0,0.0,0.0,4.5,-5.0,364.0,4206.0,189.0,44.0,63.0,6.0,12.5,12.0,0.0,0.0
2020-06-08,33000,-5.0,1140000.0,4299.0,3290000.0,-4.419999999999988,6720000.0,0.0,0.0,0.0,5.0,-525.0,-110.0,-164.0,4.0,-1.0,0.0,1.5,6.0,5.0,0.0,5.0,0.0,-356.0,3.5,0.0,-1850.0,-166.0,0.0,11.0,477.5,4025.0,0.0,-3.0,-30.0,5.0,-726.0,0.0,5.0,0.0,0.0,1.5,0.0,0.0,4206.0,0.0,44.0,63.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,33000,-59.79999999999996,2130000.0,4055.0,5320000.0,-4.099999999999994,7930000.0,0.0,0.0,0.0,7.0,54.0,73.0,56.0,4.0,7.0,0.0,0.0,6.0,6.0,5.0,10.0,0.0,75.0,2.0,0.0,0.0,71.0,0.0,-2.0,0.0,4025.0,0.0,1.0,0.0,0.0,-341.0,0.0,7.0,0.0,0.0,6.5,5.0,0.0,4206.0,0.0,44.0,63.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,33700,-1.6000000000000227,1160000.0,3938.0,-10380000.0,-0.5400000000000205,4570000.0,-1.0,0.0,0.0,-5.0,656.0,-308.0,248.0,-1.0,0.5,0.0,-3.0,-3.0,-1.0,13.0,11.0,0.0,590.0,-2.0,0.0,0.0,451.0,0.0,13.0,0.0,4025.0,0.0,2.0,0.0,-5.0,-157.0,0.0,-1.0,0.0,0.0,2.5,2.5,0.0,4206.0,0.0,44.0,63.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,34500,3.199999999999932,872220.0,3720.0,-4220000.0,1.740000000000009,3090000.0,0.0,0.0,0.0,-8.0,592.0,155.0,439.0,0.0,0.0,0.0,-2.0,-6.0,-5.0,0.0,-16.0,0.0,550.0,0.0,0.0,0.0,405.0,0.0,-3.0,0.0,4025.0,0.0,4.0,0.0,-2.5,787.0,0.0,-7.0,0.0,0.0,1.0,0.0,-79.0,4012.0,-95.0,42.0,61.0,-1.0,2.5,4.5,0.0,0.0
2020-07-06,34500,16.799999999999955,1600000.0,3856.0,2920000.0,0.7800000000000011,3330000.0,0.0,0.0,-1325.0,-2.0,524.0,131.0,292.0,-3.0,6.5,-500.0,0.0,0.0,0.0,-8.0,-8.0,-925.0,335.0,-4.0,-1350.0,-1075.0,214.0,-850.0,-5.0,-280.0,4580.0,150.0,1.0,545.0,0.0,482.0,-875.0,-2.0,-920.0,-425.0,-2.5,10.0,0.0,4012.0,0.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,35000,-7.400000000000091,572650.0,3767.0,10420000.0,0.0,3130000.0,0.0,0.0,0.0,-2.0,-42.0,211.0,192.0,4.0,3.5,0.0,1.5,-3.0,0.0,8.0,0.0,0.0,133.0,3.0,0.0,0.0,230.0,0.0,7.0,0.0,4580.0,0.0,0.0,0.0,2.5,390.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4012.0,0.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,35000,9.399999999999975,750440.0,3830.0,230000.0,0.7399999999999807,2270000.0,0.0,0.0,0.0,3.0,357.0,352.0,115.0,7.0,2.5,0.0,1.0,-2.0,5.0,7.0,0.0,0.0,364.0,4.5,0.0,0.0,202.0,0.0,6.0,0.0,4580.0,0.0,-6.0,0.0,5.0,661.0,0.0,4.0,0.0,0.0,2.5,5.0,0.0,4012.0,0.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,35100,15.399999999999975,897870.0,3913.0,7480000.0,1.8599999999999848,6030000.0,-0.25,0.0,0.0,9.0,125.0,114.0,291.0,-2.0,2.5,0.0,-1.0,9.0,10.0,0.0,10.0,0.0,287.0,-2.0,0.0,0.0,315.0,0.0,0.0,0.0,4580.0,0.0,1.0,0.0,5.0,436.0,0.0,10.0,0.0,0.0,0.0,6.0,690.0,4645.0,273.0,46.0,70.0,10.0,2.0,2.5,0.0,0.0
2020-08-03,35100,4.199999999999932,672610.0,3976.0,-12010000.0,-1.039999999999992,3500000.0,0.0,0.0,0.0,10.0,477.0,7.0,448.0,0.0,5.0,0.0,1.0,8.0,7.0,0.0,6.0,0.0,363.0,0.0,0.0,0.0,383.0,0.0,2.0,0.0,4580.0,0.0,0.0,0.0,2.5,332.0,0.0,8.0,0.0,0.0,2.5,1.5,0.0,4645.0,0.0,46.0,70.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,35200,8.400000000000091,629900.0,3953.0,750000.0,4.900000000000006,8520000.0,0.0,0.0,0.0,9.0,416.0,98.0,259.0,9.0,13.0,0.0,3.5,7.0,5.0,17.0,5.0,0.0,416.0,8.0,0.0,150.0,464.0,0.0,10.0,165.0,4825.0,0.0,-4.0,335.0,10.0,398.0,0.0,6.0,0.0,0.0,5.0,12.5,0.0,4645.0,0.0,46.0,70.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,35500,2.7999999999999545,795840.0,4000.0,-8690000.0,-0.7800000000000011,6120000.0,0.0,0.0,0.0,2.0,-34.0,335.0,398.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,15.0,0.0,255.0,3.0,0.0,0.0,441.0,0.0,7.0,0.0,4825.0,0.0,-1.0,0.0,2.5,423.0,0.0,2.0,0.0,0.0,0.0,2.5,0.0,4645.0,0.0,46.0,70.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,36500,2.3999999999999773,524030.0,3978.0,-4600000.0,0.2600000000000193,3790000.0,0.0,0.0,0.0,-5.0,402.0,840.0,345.0,5.0,0.0,0.0,4.5,-1.0,-6.0,0.0,12.0,0.0,265.0,5.0,0.0,0.0,359.0,0.0,0.0,0.0,4825.0,0.0,0.0,0.0,-2.5,311.0,0.0,-3.0,0.0,0.0,2.5,0.0,0.0,4645.0,0.0,46.0,70.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,37200,-12.600000000000025,1370000.0,3785.0,13710000.0,-1.6200000000000043,8710000.0,0.0,0.0,0.0,4.0,153.0,107.0,-16.0,-4.0,0.0,0.0,-1.0,4.0,7.0,0.0,3.0,0.0,45.0,-2.5,0.0,0.0,-43.0,0.0,3.0,0.0,4825.0,0.0,1.0,0.0,0.0,168.0,0.0,6.0,0.0,0.0,21.5,1.0,162.0,4936.0,74.0,47.0,75.0,5.0,7.0,16.5,0.3200000000000003,0.1700000000000017
2020-09-07,37500,-17.799999999999955,924280.0,3693.0,2310000.0,-2.300000000000012,3780000.0,0.0,0.0,0.0,10.0,-6.0,489.0,-14.0,4.0,13.5,0.0,5.5,11.0,10.0,10.0,2.0,0.0,174.0,3.5,0.0,850.0,12.0,0.0,9.0,295.0,6050.0,300.0,1.0,995.0,7.5,342.0,0.0,10.0,0.0,0.0,6.0,6.5,0.0,4936.0,0.0,47.0,75.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,37500,19.399999999999977,1160000.0,3863.0,-400000.0,3.620000000000005,6430000.0,0.0,0.0,0.0,5.0,56.0,314.0,349.0,1.0,6.5,0.0,6.0,4.0,6.0,15.0,4.0,0.0,618.0,0.0,0.0,0.0,292.0,0.0,6.0,0.0,6950.0,0.0,5.0,0.0,5.0,544.0,0.0,3.0,0.0,0.0,10.0,7.5,0.0,4936.0,0.0,47.0,75.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,38000,-3.7999999999999545,950030.0,3951.0,-5700000.0,-0.2600000000000193,3940000.0,0.0,0.0,0.0,-7.0,988.0,125.0,401.0,-2.0,7.5,0.0,2.0,0.0,-3.0,0.0,0.0,0.0,645.0,-2.0,0.0,0.0,433.0,0.0,9.0,0.0,5625.0,0.0,12.0,0.0,-2.5,444.0,0.0,-5.0,0.0,0.0,12.5,0.0,0.0,4936.0,0.0,47.0,75.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,38500,-1.6000000000000227,883200.0,3895.0,-4790000.0,3.280000000000001,5750000.0,0.0,0.0,0.0,-1.0,480.0,585.0,436.0,-9.0,-4.0,0.0,-9.0,1.0,0.0,-5.0,-9.0,0.0,403.0,-9.0,0.0,0.0,367.0,0.0,-6.0,-80.0,5625.0,0.0,10.0,0.0,0.0,186.0,0.0,-1.0,0.0,0.0,-4.0,0.0,1023.0,6257.0,237.0,50.0,97.0,16.0,7.0,3.0,0.0,0.0
2020-10-05,39500,3.7999999999999545,867390.0,3762.0,20390000.0,0.4399999999999977,3790000.0,0.0,0.0,150.0,-7.0,237.0,511.0,217.0,4.0,1.0,0.0,3.0,-8.0,-7.0,-10.0,0.0,0.0,272.0,4.0,300.0,0.0,275.0,0.0,-15.0,410.0,6150.0,1800.0,3.0,875.0,-7.5,343.0,0.0,-5.0,70.0,0.0,-13.5,5.0,0.0,6257.0,0.0,50.0,97.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,40000,10.399999999999975,573280.0,3608.0,-9580000.0,4.060000000000002,4040000.0,0.0,0.0,0.0,-5.0,184.0,214.0,176.0,3.0,0.0,0.0,2.5,-10.0,-6.0,3.0,-3.0,0.0,189.0,3.0,0.0,0.0,239.0,0.0,7.0,0.0,6150.0,0.0,-3.0,0.0,-5.0,136.0,0.0,-5.0,0.0,0.0,-2.5,0.0,0.0,6257.0,0.0,50.0,97.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,39500,-7.2000000000000455,459360.0,3487.0,-6010000.0,-0.4200000000000159,2130000.0,0.0,0.0,0.0,0.0,-212.0,-9.0,-37.0,-3.0,-2.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,-215.0,-4.5,0.0,0.0,-53.0,0.0,0.0,0.0,6150.0,0.0,-12.0,0.0,-10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6257.0,0.0,50.0,97.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,39500,-4.0,767480.0,3674.0,-3520000.0,0.1399999999999863,4780000.0,0.0,0.0,0.0,4.0,-8.0,58.0,-205.0,-2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,60.0,-2.5,0.0,0.0,-104.0,0.0,4.0,0.0,6150.0,0.0,-11.0,0.0,5.0,-7.0,0.0,4.0,0.0,0.0,5.5,2.5,784.0,6210.0,442.0,56.0,94.0,12.0,-3.5,-3.0,0.0,0.0
