"dt","Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
"2018-03-26 00:00:00","9925","333","17904","15583","17211","67","407.5","8237.5","105.5","","","350","323","395","","405","7375","","16500","15404","","74","11000","","15275","16100","10550","395","","2475","3675","20550","208","5045","340","16692","11250","","","","370","","","9545","7350","","411","","","390","4566","3464","2492","38","","","74","116"
"2018-04-02 00:00:00","9925","333","18226","15729","17710","64","400","8237.5","102","","","350","322","395","","395","7375","","17400","16012","","63","11000","","15275","16612","10550","397","","2475","3675","20550","196","5045","337.5","16921","11250","","","","366","","","9545","7350","","415","","","385","4566","3464","2492","38","","","74","116"
"2018-04-09 00:00:00","9950","330","18965","15925","17974","64","400","8087.5","102","","","345","317","395","","375","7425","","17400","16221","","63","11100","","15075","17000","8900","397","","2525","3685","20750","195","5040","337.5","17321","9812.5","","","","356","","","8888","6650","","415","","","385","4566","3464","2492","38","","","74","116"
"2018-04-16 00:00:00","9950","329","18828","15954","17992","65","394","8087.5","102","","","343","314","395","","375","7425","","17400","16346","","63","11100","","15075","16988","8900","397","","2525","3685","20750","191","5040","337.5","17409","9812.5","","","","354","","","8888","6650","","415","","","385","4566","3464","2492","38","","","74","116"
"2018-04-23 00:00:00","9950","320","18827","16016","17939","66","389","8087.5","104","","","330","303","390","","375","7425","","17400","16544","","63.5","11100","","15075","17036","8900","395","","2525","3685","20750","184","5040","332.5","17567","9812.5","","","","345","","","8888","6650","","410","","","382.5","4566","3464","2492","38","","","74","116"
"2018-04-30 00:00:00","9950","325","18772","16159","17862","67","386","8087.5","105","","","335","308","385","","360","7425","","17400","16374","","64","11100","","15075","16988","8900","390","","2525","3685","20750","177","5040","332.5","17628","9812.5","","","","350","","","8888","6650","","405","","","372.5","4830","3511","2680","41","","","72","112"
"2018-05-07 00:00:00","9350","325","18781","16135","17790","66","385","8087.5","104","","","327","314","385","","360","6875","","17650","16330","","64.5","10350","","14675","16856","8900","385","","2625","3350","21250","179","4525","340","17642","9812.5","","","","354","","","8608","6650","","402.5","","","372.5","4830","3511","2680","41","","","72","112"
"2018-05-14 00:00:00","9350","325","18581","16218","17681","67","387.5","8087.5","105","","","327","314","390","","365","6875","","17650","16412","","65","10350","","14675","16787","8900","385","","2625","3350","21250","185","4525","340","17623","9812.5","","","","358","","","8608","6650","","407.5","","","382.5","4830","3511","2680","41","","","72","112"
"2018-05-21 00:00:00","9350","318","18147","16191","17703","67","390","8087.5","105","","","327","310","395","","365","6875","","17650","16395","","65","10350","","14675","16674","8900","390","","2625","3350","21250","185","4525","342.5","17570","9812.5","","","","349","","","8608","6650","","410","","","382.5","4830","3511","2680","41","","","72","112"
"2018-05-28 00:00:00","9350","312","17797","16155","17678","64","397.5","8087.5","102","","","327","303","398","","365","6875","","17650","16394","","63.5","10350","","14675","16597","8900","390","","2625","3350","21250","184","4525","342.5","17518","9812.5","","","","341","","","8608","6650","","410","","","382.5","4238","3241","2021","37","","","72","110"
"2018-06-04 00:00:00","9350","305","17669","16170","17702","64","382.5","8087.5","102","","","320","295","398","","360","6875","","17650","16468","","63.5","10350","","14675","16544","8900","390","","2625","3350","21250","190","4525","340","17571","9812.5","","","","333","","","8608","6650","","410","","","372.5","4238","3241","2021","37","","","72","110"
"2018-06-11 00:00:00","9500","312","17475","16432","17499","65","387.5","8087.5","107.5","","","320","308","398","","355","6675","","","16515","","64.5","10150","","13875","16362","9325","390","","1925","3525","21250","195","4850","342.5","17543","9812.5","","","","340","","","8653","6550","","410","","","380","4238","3241","2021","37","","","72","110"
"2018-06-18 00:00:00","9500","320","17846","16604","17479","66","397.5","8087.5","108.5","","","325","320","395","","357","6675","","","16337","","65","10150","","13875","16346","9325","390","","1925","3525","21250","198","4850","342.5","17369","9812.5","","","","348","","","8653","6550","","410","","","387.5","4238","3241","2021","37","","","72","110"
"2018-06-25 00:00:00","9500","326","17994","16492","17279","64","400","8087.5","106.5","","","333","325","397","","357","6675","","","16180","","64","10150","","13875","16108","9325","393","","1925","3525","21250","198","4850","342.5","17325","9812.5","","","","354","","","8653","6550","","411","","","387.5","4238","3241","2021","37","","","72","110"
"2018-07-02 00:00:00","9500","326","17826","16331","17161","64","400","8087.5","109.5","","","333","324","397","","357","6675","","","15945","","64","10150","","13875","15923","9325","393","","1925","3525","21250","197","4850","342.5","17195","9812.5","","","","354","","","8653","6550","","412.5","","","387.5","4492","3463","1950","37","","","79.5","111.5"
"2018-07-09 00:00:00","9425","323","18064","16070","17153","63","407.5","8000","110.5","","","333","321","400","","357","6925","","","15922","","63.5","10250","","13500","15963","9150","400","","2785","3275","23000","198","5000","342.5","17273","10125","","","","350","","","8692","6550","","412.5","","","385","4492","3463","1950","37","","","79.5","111.5"
"2018-07-16 00:00:00","9425","314","18071","16424","17428","63","412.5","8000","110.5","","","323","311","395","","357","6925","","","16101","","63.5","10250","","13500","16200","9150","400","","2785","3275","23000","180","5000","330","17405","10125","","","","341","","","8692","6550","","410","","","385","4492","3463","1950","37","","","79.5","111.5"
"2018-07-23 00:00:00","9425","312","18134","16531","17657","64","412.5","8000","114","","","323","305","390","","355","6925","","","16133","","64","10250","","13500","16413","9150","395","","2785","3275","23000","177","5000","330","17443","10125","","","","339","","","8692","6550","","410","","","385","4492","3463","1950","37","","","79.5","111.5"
"2018-07-30 00:00:00","9425","309","18380","16630","17752","67","410","8000","117","","","320","298","390","","355","6925","","","16194","","65.5","10250","","13500","16515","9150","395","","2785","3275","23000","173","5000","330","17473","10125","","","","335","","","8692","6550","","410","","","385","4828","3588","2353","40","","","75","109"
"2018-08-06 00:00:00","9600","305","18412","16711","17956","67","407.5","8000","117","","","317","303","385","","350","6950","","","16283","","65","10350","","13425","16721","9150","395","","2750","3585","23000","173","4987.5","327.5","17546","10125","","","","330","","","8760","6875","","405","","","395","4828","3588","2353","40","","","75","109"
"2018-08-13 00:00:00","9600","299","18665","16881","18143","69","402.5","8000","119","","","305","288","385","","350","6950","","","16515","","67","10350","","13425","16914","9150","390","","2750","3585","23000","180","4987.5","322.5","17588","10125","","","","323","","","8760","6875","","402.5","","","380","4828","3588","2353","40","","","75","109"
"2018-08-20 00:00:00","9600","287","18747","16935","18228","68","395","8000","118","","","287","263","375","","350","6950","","","16773","","66","10350","","13425","16967","9150","380","","2750","3585","23000","182","4987.5","317.5","17649","10125","","","","310","","","8760","6875","","400","","","370","4828","3588","2353","40","","","75","109"
"2018-08-27 00:00:00","9600","274","18675","16914","18522","67","390","8000","118","","","279","279","375","","350","6950","","","16810","","66","10350","","13425","17247","9150","377","","2750","3585","23000","182","4987.5","317.5","17663","10125","","","","297","","","8760","6875","","397.5","","","370","5202","3667","2683","43","","","77","115"
"2018-09-03 00:00:00","9600","285","18833","17490","18821","66","390","8000","122.5","","","285","284","375","","343","6950","","","17329","","65","10350","","13425","17608","9150","377","","2750","3585","23000","182","4987.5","320","18397","10125","","","","310","","","8760","6875","","397.5","","","370","5202","3667","2683","43","","","77","115"
"2018-09-10 00:00:00","9175","295","19051","17636","19185","67","387.5","7950","125","","","295","284","370","","343","6700","","","17601","","58","9925","","13550","17924","9250","375","","2985","3850","23000","187","6075","320","18508","10125","","","","317","","","8629","6875","","392.5","","","372.5","5202","3667","2683","43","","","77","115"
"2018-09-17 00:00:00","9175","295","19289","17737","19615","69","386.5","7950","126","","","297","292","370","","343","6700","","","17962","","59","9925","","13550","18322","9250","373","","2985","3850","23000","199","6075","320","18833","10125","","","","319","","","8629","6875","","387.5","","","372.5","5202","3667","2683","43","","","77","115"
"2018-09-24 00:00:00","9175","300","19542","17768","19773","69","386.5","7950","126","","","297","292","370","","343","6700","","","18212","","59","9925","","13550","18517","9250","373","","2985","3850","23000","204","6075","322.5","18994","10125","","","","324","","","8629","6875","","385","","","375","5202","3667","2683","43","","","77","115"
"2018-10-01 00:00:00","9175","296","19529","17783","19870","69","382.5","7950","126","","","296","292","365","","355","6700","","","18222","","59","9925","","13550","18596","9250","370","","2985","3850","23000","200","6075","322.5","19016","10125","","","","321","","","8629","6875","","387.5","","","375","5866","3955","2411","40","","","80","119"
"2018-10-08 00:00:00","9725","300","19477","17906","19853","70","380","7950","121","","","299","292","360","","360","6850","","","18304","","60","10300","","13225","18596","9250","366","","3140","4150","23750","210","6475","322.5","18987","10300","","","","325","","","8770","6725","","386.5","","","375","5866","3955","2411","40","","","80","119"
"2018-10-15 00:00:00","9725","303","19496","17983","19794","71","381","7950","119","","","303","293","360","","360","6850","","","18271","","60.5","10300","","13225","18594","9250","365","","3140","4150","23750","211","6475","322.5","19007","10300","","","","328","","","8770","6725","","386.5","","","381.5","5866","3955","2411","40","","","80","119"
"2018-10-22 00:00:00","9725","301","19509","17900","19731","73","395","7950","116","","","304","295","360","","360","6850","","","18245","","60.5","10300","","13225","18465","9250","365","","3140","4150","23750","214","6475","327.5","19020","10300","","","","328","","","8770","6725","","387.5","","","381.5","5866","3955","2411","40","","","80","119"
"2018-10-29 00:00:00","9725","303","19607","17965","19677","76","391.5","7950","106","","","305","297","355","","357","6850","","","18048","","60.5","10300","","13225","18401","9250","364","","3140","4150","23750","214","6475","335","18894","10300","","","","331","","","8770","6725","","387.5","","","377.5","6284","4234","2944","46","","","81","122"
"2018-11-05 00:00:00","10200","306","19495","17937","19243","75","390","7950","106","","","315","297","350","","357","7050","","","18062","","61","10825","","13375","17969","9250","364","","3160","4280","22750","215","6400","339","19000","10600","","","","337","","","8960","6650","","386.5","","","385","6284","4234","2944","46","","","81","122"
"2018-11-12 00:00:00","10200","310","19135","17792","18834","75","390","7950","106","","","315","305","350","","357","7050","","","17624","","61","10825","","13375","17748","9250","364","","3160","4280","22750","216","6400","335","18718","10600","","","","338","","","8960","6650","","386.5","","","382.5","6284","4234","2944","46","","","81","122"
"2018-11-19 00:00:00","10200","308","18630","17406","18308","75","387.5","7950","100","","","313","306","350","","352","7050","","","17113","","61","10825","","13375","17158","9250","364","","3160","4280","22750","219","6400","335","18294","10600","","","","336","","","8960","6650","","386.5","","","380","6284","4234","2944","46","","","81","122"
"2018-11-26 00:00:00","10200","304","18130","17247","17830","73","386.5","7950","96","","","310","292","350","","347","7050","","","16588","","59","10825","","13375","16667","9250","364","","3160","4280","22750","218","6400","327.5","17864","10600","","","","329","","","8960","6650","","385","","","375","6279","4298","3181","48","","","79.5","122.5"
"2018-12-03 00:00:00","10200","295","17631","16766","17333","65","382.5","7950","87","","","307","286","350","","336","7050","","","16123","","55","10825","","13375","16142","9250","364","","3160","4280","22750","216","6400","322.5","17434","10600","","","","318","","","8960","6650","","385","","","370","6279","4298","3181","48","","","79.5","122.5"
"2018-12-10 00:00:00","10425","278","17068","16774","16881","67","379","7950","87","","","289","276","350","","332","7150","","","15754","","58","11100","","13375","15632","9250","360","","3350","4550","22750","222","6750","317.5","17120","10700","","","","309","","","9055","6650","","381","","","362.5","6279","4298","3181","48","","","79.5","122.5"
"2018-12-17 00:00:00","10425","278","17345","17160","16698","68","376.5","7950","87","","","280","275","345","","322","7150","","","15150","","58","11100","","13375","15444","9250","355","","3350","4550","22750","219","6750","302.5","16458","10700","","","","301","","","9055","6650","","375","","","352.5","6279","4298","3181","48","","","79.5","122.5"
"2018-12-24 00:00:00","10425","271","17312","17172","16810","71","367.5","7950","88.5","","","269","255","345","","323","7150","","","15326","","59","11100","","13375","15545","9250","350","","3350","4550","22750","218","6750","300","16414","10700","","","","292","","","9055","6650","","372.5","","","347.5","6279","4298","3181","48","","","79.5","122.5"
"2018-12-31 00:00:00","10425","265","17242","17056","16899","72","366.5","7950","88.5","","","269","252","340","","315","7150","","","15405","","59","11100","","13375","15548","9250","345","","3350","4550","22750","211","6750","292.5","16535","10700","","","","290","","","9055","6650","","367.5","","","342.5","6735","4621","3340","53","","","74","116.5"
"2019-01-07 00:00:00","10700","255","16649","16932","16848","72","362.5","7950","88.5","","","259","245","340","","310","7350","","","15305","","59","11400","","13450","15531","9250","345","","3035","4135","22525","203","6425","290","16513","11425","","","","280","","","9246","6650","","365","","","340","6735","4621","3340","53","","","74","116.5"
"2019-01-14 00:00:00","10700","255","16498","17170","16937","75","355","7950","88.5","","","260","235","335","","310","7350","","","15356","","61.5","11400","","13450","15523","9250","337","","3035","4135","22525","197","6425","287.5","16568","11425","","","","277","","","9246","6650","","357.5","","","340","6735","4621","3340","53","","","74","116.5"
"2019-01-21 00:00:00","10700","270","16455","16684","16858","75","342.5","7950","88.5","","","269","246","330","","301","7350","","","15243","","61.5","11400","","13450","15489","9250","325","","3035","4135","22525","190","6425","280","16496","11425","","","","285","","","9246","6650","","342.5","","","337.5","6735","4621","3340","53","","","74","116.5"
"2019-01-28 00:00:00","10700","270","16748","16520","16927","75","345.5","7950","88.5","","","273","262","325","","301","7350","","","15266","","61.5","11400","","13450","15505","9250","325","","3035","4135","22525","194","6425","282.5","16529","11425","","","","295","","","9246","6650","","342.5","","","337.5","6360","4191","3052","48","64","101","84","128.5"
"2019-02-04 00:00:00","10700","291","18261","16773","17458","83","345.5","7950","91.5","","","295","283","315","","322","7350","","","15912","","69.5","11400","","13450","16136","9250","325","","3035","4135","22525","200","6425","285","16787","11425","","","","309","","","9246","6650","","340","","","340","6360","4191","3052","48","64","101","84","128.5"
"2019-02-11 00:00:00","10250","305","18567","16780","17817","91","345","7700","100.5","","","315","290","330","","327","7150","","","16196","","77.5","11125","","13625","16556","10150","330","","3300","4565","22525","199","7175","285","17406","11200","","","","329","","","9331","6725","","340","","","345","6360","4191","3052","48","64","101","84","128.5"
"2019-02-18 00:00:00","10250","303","18541","16842","17948","88","345","7700","100.5","","","316","293","335","","327","7150","","","16600","","75.5","11125","","13625","16700","10150","332","","3300","4565","22525","202","7175","280","17699","11200","","","","327","","","9331","6725","","352.5","","","345","6360","4191","3052","48","64","101","84","128.5"
"2019-02-25 00:00:00","10250","295","19142","16898","18686","88","357.5","7700","100.5","","","316","285","335","","330","7150","","","17442","","75.5","11125","","13625","17486","10150","343","","3300","4565","22525","206","7175","282.5","18291","11200","","","","320","","","9331","6725","","357.5","","","350","6360","4191","3052","48","64","101","84","128.5"
"2019-03-04 00:00:00","10250","285","20030","17333","18848","85","355","7700","97.5","","","300","275","335","","325","7150","","","17967","","72.5","11125","","13625","18094","10150","345","","3300","4565","22525","209","7175","280","18852","11200","","","","310","","","9331","6725","","357.5","","","347.5","7120","4621","3668","55","71","113","98","142.5"
"2019-03-11 00:00:00","10200","293","20701","18006","19328","87","355","7700","95","","","302","287","347","","335","7100","","","18920","","74.5","11050","","13550","18587","10150","345","","3765","5000","23025","211","7760","280","19808","11200","","","","320","","","9305","6725","","360","","","347.5","7120","4621","3668","55","71","113","98","142.5"
"2019-03-18 00:00:00","10200","295","20774","18119","19902","85","357.5","7700","94","","","305","287","347","","340","7100","","","18915","","73.5","11050","","13550","19010","10150","350","","3765","5000","23025","210","7760","290","19902","11200","","","","323","","","9305","6725","","371","","","355","7120","4621","3668","55","71","113","98","142.5"
"2019-03-25 00:00:00","10200","295","20741","18421","19600","86","360","7700","94","","","305","287","347","","345","7100","","","18922","","74.5","11050","","13550","18545","10150","345","","3765","5000","23025","209","7760","310","19961","11200","","","","323","","","9305","6725","","368","","","362.5","7120","4621","3668","55","71","113","98","142.5"
"2019-04-01 00:00:00","10200","292","20442","18699","19208","85","360","7700","93","","","302","287","347","","340","7100","","","18494","","74.5","11050","","13550","18241","10150","355","","3765","5000","23025","204","7760","310","19560","11200","","","","319","","","9305","6725","","368","","","355","7718","5043","3989","62","79","122","97","139.5"
"2019-04-08 00:00:00","10525","287","19304","18208","18445","91","360","7700","93","","","296","282","347","","335","7350","","","17493","","81","11400","","13700","17151","10150","350","","3792.5","5100","22200","198","7805","307.5","19078","11425","","","","313","","","9455","6650","","370","","","347.5","7718","5043","3989","62","79","122","97","139.5"
"2019-04-15 00:00:00","10525","280","18955","17972","18201","95","360","7700","99","","","288","275","347","","335","7350","","","16886","","85.5","11400","","13700","16903","10150","355","","3792.5","5100","22200","199","7805","302.5","18488","11425","","","","306","","","9455","6650","","372.5","","","347.5","7718","5043","3989","62","79","122","97","139.5"
"2019-04-22 00:00:00","10525","287","17491","17523","16985","93","357.5","7700","98","","","293","282","335","","335","7350","","","16234","","84","11400","","13700","15685","10150","350","","3792.5","5100","22200","202","7805","300","17751","11425","","","","312","","","9455","6650","","355","","","352.5","7718","5043","3989","62","79","122","97","139.5"
"2019-04-29 00:00:00","10525","285","16696","17174","16652","93","355","7700","98","","","290","280","330","","315","7350","","","16141","","84","11400","","13700","15349","10150","350","","3792.5","5100","22200","201","7805","297.5","17602","11425","","","","310","","","9455","6650","","350","","","350","7727","5151","3994","64","79","123","100","146.5"
"2019-05-06 00:00:00","10300","275","16724","16760","16530","94","355","7700","99","","","286","267","330","","315","7175","","","16132","","85","11150","","13700","15287","9750","337","","3900","4975","21950","203","7890","292.5","17360","11025","","","","303","","","9190","6462.5","","356","","","347.5","7727","5151","3994","64","79","123","100","146.5"
"2019-05-13 00:00:00","10300","265","16045","16530","16116","95","356","7700","102","","","275","260","330","","310","7175","","","15699","","85","11150","","13700","14933","9750","337","","3900","4975","21950","207","7890","287.5","16972","11025","","","","290","","","9190","6462.5","","356","","","345","7727","5151","3994","64","79","123","100","146.5"
"2019-05-20 00:00:00","10300","269","15682","16563","16074","96","358.5","7700","108","","","279","258","330","","305","7175","","","15236","","86","11150","","13700","14867","9750","335","","3900","4975","21950","208","7890","290","16812","11025","","","","294","","","9190","6462.5","","356","","","352.5","7727","5151","3994","64","79","123","100","146.5"
"2019-05-27 00:00:00","10300","285","15669","16108","16044","103","359.5","7700","108","","","292","275","330","","305","7175","","","14890","","95","11150","","13700","14811","9750","337","","3900","4975","21950","205","7890","297.5","16438","11025","","","","310","","","9190","6462.5","","355","","","355","7829","5175","3119","53","80","123","106","145.5"
"2019-06-03 00:00:00","10300","280","15554","15793","15921","103","360","7700","109","","","290","272","330","","310","7175","","","14391","","95","11150","","13700","14686","9750","335","","3900","4975","21950","202","7890","292.5","16118","11025","","","","303","","","9190","6462.5","","353.5","","","350","7829","5175","3119","53","80","123","106","145.5"
"2019-06-10 00:00:00","10350","282","15391","15500","15636","99","355","7700","110","","","290","273","330","","311","7225","","","14449","","92.5","11225","","13700","14176","9750","333","","3690","5225","21950","200","7425","287.5","16094","11075","","","","298","","","9180","6037.5","","347.5","","","345","7829","5175","3119","53","80","123","106","145.5"
"2019-06-17 00:00:00","10350","270","15565","15530","15632","107","351","7700","117","","","275","259","320","","305","7225","","","14449","","99.5","11225","","13700","14097","9750","327","","3690","5225","21950","197","7425","277.5","16051","11075","","","","290","","","9180","6037.5","","345","","","337.5","7829","5175","3119","53","80","123","106","145.5"
"2019-06-24 00:00:00","10350","256","15525","15578","15636","114","347.5","7700","123","","","265","250","315","","305","7225","","","14821","","106.5","11225","","13700","14371","9750","327","","3690","5225","21950","195","7425","267.5","16142","11075","","","","279","","","9180","6037.5","","345","","","337.5","7829","5175","3119","53","80","123","106","145.5"
"2019-07-01 00:00:00","10350","260","15670","15608","16431","116","348.5","7700","125","","","268","257","315","","300","7225","","","14991","","108.5","11225","","13700","15299","9750","332","","3690","5225","21950","193","7425","270","16404","11075","","","","285","","","9180","6037.5","","354","","","340","7685","5345","2874","50","89","122","111","159.5"
"2019-07-08 00:00:00","8825","274","16603","15678","16626","122","353.5","6200","130","","","278","268","315","","305","6525","","","15294","","116","9925","","12525","15474","8950","335","","3050","5275","21850","189","7410","270","17049","9550","","","","298","","","8154","5575","","354","","","345","7685","5345","2874","50","89","122","111","159.5"
"2019-07-15 00:00:00","8825","270","17730","15866","17132","120","357.5","6200","127.5","","","275","265","315","","305","6525","","","15883","","114.5","9925","","12525","15935","8950","345","","3050","5275","21850","185","7410","265","17411","9550","","","","295","","","8154","5575","","360","","","345","7685","5345","2874","50","89","122","111","159.5"
"2019-07-22 00:00:00","8825","269","17843","15882","17509","121","359","6200","128.5","","","273","265","320","","305","6525","","","16238","","115.5","9925","","12525","16282","8950","345","","3050","5275","21850","180","7410","265","17571","9550","","","","294","","","8154","5575","","362.5","","","350","7685","5345","2874","50","89","122","111","159.5"
"2019-07-29 00:00:00","8825","269","18359","15926","17591","117","357.5","6200","124.5","","","273","265","320","","305","6525","","","16254","","111.5","9925","","12525","16320","8950","345","","3050","5275","21850","174","7410","265","17543","9550","","","","294","","","8154","5575","","362.5","","","350","7375","5432","3009","49","84","117","113.5","164.5"
"2019-08-05 00:00:00","8250","270","18523","15712","17521","116","359","6200","124","","","273","265","345","","305","6250","","","16227","","110.5","9300","","12150","16334","8950","345","","3475","5675","21850","165","8170","265","17583","9225","","","","292","","","7913","5575","","364.5","","","355","7375","5432","3009","49","84","117","113.5","164.5"
"2019-08-12 00:00:00","8250","268","18634","15744","17370","96","357.5","6200","106","","","269","265","340","","304","6250","","","16074","","90.5","9300","","12150","16266","8950","342","","3475","5675","21850","159","8170","265","17545","9225","","","","289","","","7913","5575","","360","","","355","7375","5432","3009","49","84","117","113.5","164.5"
"2019-08-19 00:00:00","8250","260","18262","15766","17177","89","357.5","6200","100","","","269","260","340","","304","6250","","","15747","","83.5","9300","","12150","16078","8950","342","","3475","5675","21850","156","8170","265","17508","9225","","","","284","","","7913","5575","","363.5","","","352.5","7375","5432","3009","49","84","117","113.5","164.5"
"2019-08-26 00:00:00","8250","250","17569","15722","16854","87","357.5","6200","98","","","260","255","335","","304","6250","","","15613","","81.5","9300","","12150","15756","8950","340","","3475","5675","21850","153","8170","262.5","17437","9225","","","","279","","","7913","5575","","357.5","","","347.5","8067","5957","3427","53","88","128","76","134.5"
"2019-09-02 00:00:00","8250","242","17403","15773","16883","84","355","6200","95","","","246","245","330","","295","6250","","","15599","","78.5","9300","","12150","15686","8950","335","","3475","5675","21850","154","8170","260","17344","9225","","","","270","","","7913","5575","","355","","","345","8067","5957","3427","53","88","128","76","134.5"
"2019-09-09 00:00:00","7650","225","16385","15924","16311","90","332.5","6200","97","","","228","226","315","","292","5825","","","14776","","84.5","8625","","12150","14959","8950","325","","3725","5300","21850","154","7050","247.5","16472","8725","","","","253","","","7615","5575","","340","","","330","8067","5957","3427","53","88","128","76","134.5"
"2019-09-16 00:00:00","7650","213","16427","15953","15958","95","332.5","6200","97","","","215","212","310","","277","5825","","","14739","","88.5","8625","","12150","14702","8950","320","","3725","5300","21850","150","7050","242.5","16391","8725","","","","240","","","7615","5575","","340","","","327.5","8067","5957","3427","53","88","128","76","134.5"
"2019-09-23 00:00:00","7650","205","15921","15702","15813","95","324","6200","100.5","","","208","200","305","","260","5825","","","14498","","88.5","8625","","12150","14403","8950","315","","3725","5300","21850","143","7050","240","16172","8725","","","","233","","","7615","5575","","322.5","","","325","8067","5957","3427","53","88","128","76","134.5"
"2019-09-30 00:00:00","7650","199","15688","15270","15198","91","312.5","6200","102","","","200","192","285","","258","5825","","","14144","","85","8625","","12150","13765","8950","300","","3725","5300","21850","138","7050","232.5","16068","8725","","","","225","","","7615","5575","","305","","","310","7063","5274","3549","50","81","112","76","112.5"
"2019-10-07 00:00:00","6525","199","14825","14832","14905","94","302.5","5125","105","","","201","194","280","","245","5300","","","13578","","88","7850","","11525","13447","7600","300","","2475","4125","20750","146","5275","232.5","15566","7100","","","","227","","","6605","5075","","302.5","","","310","7063","5274","3549","50","81","112","76","112.5"
"2019-10-14 00:00:00","6525","207","14292","14919","14432","93","300","5125","104","","","208","204","275","","242","5300","","","13267","","87","7850","","11525","13274","7600","280","","2475","4125","20750","148","5275","232.5","15105","7100","","","","233","322.5","","6605","5075","","290","","","300","7063","5274","3549","50","81","112","76","112.5"
"2019-10-21 00:00:00","6525","216","14245","14844","14326","88","302.5","5125","99","","","218","210","280","","242","5300","","","13033","","82","7850","","11525","13166","7600","280","","2475","4125","20750","152","5275","242.5","14668","7100","","","","241","317.5","","6605","5075","","297.5","","","302.5","7063","5274","3549","50","81","112","76","112.5"
